id_detalle,id_pedido,id_producto,id_fuente,cantidad,precio_unitario_ars,origen
D0000029,V000085,P006,F006134,8040.00,1454.00,simulado_con_referencia_minorista
D0000030,V000085,P002,F006135,49680.00,1195.00,simulado_con_referencia_minorista
D0000031,V000085,P003,F006136,17040.00,1490.00,simulado_con_referencia_minorista
D0000032,V000085,P007,F006137,60880.00,1165.00,simulado_con_referencia_minorista
D0000033,V000001,P004,F007910,4190.00,1388.15,simulado_con_referencia_minorista
D0000034,V000001,P003,F007911,113730.00,1447.77,simulado_con_referencia_minorista
D0000035,V000001,P002,F007912,55660.00,1225.25,simulado_con_referencia_minorista
D0000036,V000001,P001,F007913,78739.70,639.00,simulado_con_referencia_minorista
D0000037,V000001,P007,F007914,308130.00,1215.83,simulado_con_referencia_minorista
D0000038,V000001,P006,F007917,172920.00,1461.66,simulado_con_referencia_minorista
D0000039,V000157,P003,F012063,30250.00,1424.04,simulado_con_referencia_minorista
D0000040,V000157,P002,F012064,46520.00,1177.27,simulado_con_referencia_minorista
D0000041,V000157,P001,F012065,81548.00,493.49,simulado_con_referencia_minorista
D0000042,V000157,P004,F012066,1370.00,1177.92,simulado_con_referencia_minorista
D0000043,V000157,P006,F012067,43040.00,1469.42,simulado_con_referencia_minorista
D0000044,V000157,P007,F012068,166490.00,1194.48,simulado_con_referencia_minorista
D0000045,V000193,P004,F013157,2510.00,1216.68,simulado_con_referencia_minorista
D0000046,V000193,P007,F013158,133040.00,1220.15,simulado_con_referencia_minorista
D0000047,V000193,P002,F013159,189130.00,1250.67,simulado_con_referencia_minorista
D0000048,V000193,P006,F013160,47790.00,1468.48,simulado_con_referencia_minorista
D0000049,V000193,P003,F013162,113540.00,1448.50,simulado_con_referencia_minorista
D0000050,V000193,P001,F013164,57789.00,698.90,simulado_con_referencia_minorista
D0000051,V000025,P007,F016145,125520.00,1226.00,simulado_con_referencia_minorista
D0000052,V000025,P006,F016146,56360.00,1474.00,simulado_con_referencia_minorista
D0000053,V000025,P002,F016147,103640.00,1246.00,simulado_con_referencia_minorista
D0000054,V000025,P003,F016148,143620.00,1531.00,simulado_con_referencia_minorista
D0000055,V000181,P002,F017196,82100.00,1273.91,simulado_con_referencia_minorista
D0000056,V000181,P006,F017197,13490.00,1461.11,simulado_con_referencia_minorista
D0000057,V000181,P007,F017198,65760.00,1215.63,simulado_con_referencia_minorista
D0000058,V000181,P003,F017199,18410.00,1499.83,simulado_con_referencia_minorista
D0000059,V000037,P007,F017437,208830.00,1224.06,simulado_con_referencia_minorista
D0000060,V000037,P002,F017439,41930.00,1336.96,simulado_con_referencia_minorista
D0000061,V000037,P006,F017440,28710.00,1532.16,simulado_con_referencia_minorista
D0000062,V000037,P003,F017441,19740.00,1594.80,simulado_con_referencia_minorista
D0000063,V000097,P006,F018449,6150.00,1541.00,simulado_con_referencia_minorista
D0000064,V000097,P003,F018454,4330.00,1541.00,simulado_con_referencia_minorista
D0000065,V000097,P007,F018456,33250.00,1262.00,simulado_con_referencia_minorista
D0000066,V000097,P002,F018457,55330.00,1315.00,simulado_con_referencia_minorista
D0000067,V000073,P002,F018552,107350.00,1246.00,simulado_con_referencia_minorista
D0000068,V000073,P003,F018553,68270.00,1495.00,simulado_con_referencia_minorista
D0000069,V000073,P006,F018554,24670.00,1464.00,simulado_con_referencia_minorista
D0000070,V000073,P007,F018555,219730.00,1204.00,simulado_con_referencia_minorista
D0000071,V000121,P002,F019145,253520.00,1236.29,simulado_con_referencia_minorista
D0000072,V000121,P007,F019146,287410.00,1214.31,simulado_con_referencia_minorista
D0000073,V000121,P006,F019148,156950.00,1446.33,simulado_con_referencia_minorista
D0000074,V000121,P003,F019149,246100.00,1441.56,simulado_con_referencia_minorista
D0000075,V000121,P001,F019150,104981.00,678.74,simulado_con_referencia_minorista
D0000076,V000133,P007,F020381,276270.00,1203.25,simulado_con_referencia_minorista
D0000077,V000133,P006,F020382,118470.00,1443.58,simulado_con_referencia_minorista
D0000078,V000133,P004,F020383,163290.00,620.81,simulado_con_referencia_minorista
D0000079,V000133,P002,F020384,789870.00,1219.72,simulado_con_referencia_minorista
D0000080,V000049,P002,F020458,76750.00,1246.00,simulado_con_referencia_minorista
D0000081,V000049,P003,F020459,73700.00,1495.00,simulado_con_referencia_minorista
D0000082,V000049,P006,F020460,48790.00,1464.00,simulado_con_referencia_minorista
D0000083,V000049,P007,F020461,187750.00,1204.00,simulado_con_referencia_minorista
D0000084,V000170,P001,F022125,71508.00,484.90,simulado_con_referencia_minorista
D0000085,V000170,P003,F022126,30610.00,1440.92,simulado_con_referencia_minorista
D0000086,V000170,P006,F022127,64970.00,1474.94,simulado_con_referencia_minorista
D0000087,V000170,P005,F022128,167960.00,1204.98,simulado_con_referencia_minorista
D0000088,V000170,P002,F022129,54450.00,1191.00,simulado_con_referencia_minorista
D0000089,V000206,P006,F024702,9000.00,1568.00,simulado_con_referencia_minorista
D0000090,V000206,P002,F024703,39000.00,1348.00,simulado_con_referencia_minorista
D0000091,V000206,P005,F024704,21000.00,1278.00,simulado_con_referencia_minorista
D0000092,V000206,P003,F024705,26000.00,1628.00,simulado_con_referencia_minorista
D0000093,V000014,P002,F024957,18390.00,1341.00,simulado_con_referencia_minorista
D0000094,V000014,P003,F024958,59340.00,1599.00,simulado_con_referencia_minorista
D0000095,V000014,P006,F024959,84280.00,1567.00,simulado_con_referencia_minorista
D0000096,V000014,P007,F024960,187550.00,1289.00,simulado_con_referencia_minorista
D0000097,V000146,P002,F026584,10510.00,1341.00,simulado_con_referencia_minorista
D0000098,V000146,P003,F026585,15980.00,1599.00,simulado_con_referencia_minorista
D0000099,V000146,P006,F026586,32980.00,1567.00,simulado_con_referencia_minorista
D0000100,V000146,P007,F026587,119280.00,1289.00,simulado_con_referencia_minorista
D0000101,V000110,P001,F027099,94624.00,562.57,simulado_con_referencia_minorista
D0000102,V000110,P006,F027100,30050.00,1457.00,simulado_con_referencia_minorista
D0000103,V000110,P003,F027101,57720.00,1425.00,simulado_con_referencia_minorista
D0000104,V000110,P007,F027102,201400.00,1190.00,simulado_con_referencia_minorista
D0000105,V000110,P002,F027103,30800.00,1175.15,simulado_con_referencia_minorista
D0000106,V000062,P004,F027774,1820.00,1237.00,simulado_con_referencia_minorista
D0000107,V000062,P006,F027775,69290.00,1496.00,simulado_con_referencia_minorista
D0000108,V000062,P007,F027776,293900.00,1247.00,simulado_con_referencia_minorista
D0000109,V000062,P003,F027777,110420.00,1473.00,simulado_con_referencia_minorista
D0000110,V000062,P002,F027778,110380.00,1261.90,simulado_con_referencia_minorista
D0000111,V000062,P001,F027779,124890.00,842.40,simulado_con_referencia_minorista
D0000112,V000086,P002,F028036,39500.00,1271.91,simulado_con_referencia_minorista
D0000113,V000086,P006,F028037,9640.00,1485.94,simulado_con_referencia_minorista
D0000114,V000086,P003,F028038,13280.00,1541.28,simulado_con_referencia_minorista
D0000115,V000086,P007,F028039,55580.00,1257.50,simulado_con_referencia_minorista
D0000116,V000002,P001,F029823,76233.80,655.69,simulado_con_referencia_minorista
D0000117,V000002,P007,F029824,295350.00,1241.02,simulado_con_referencia_minorista
D0000118,V000002,P006,F029825,158750.00,1492.96,simulado_con_referencia_minorista
D0000119,V000002,P003,F029826,97360.00,1479.01,simulado_con_referencia_minorista
D0000120,V000002,P002,F029827,55910.00,1250.92,simulado_con_referencia_minorista
D0000121,V000002,P004,F029831,2580.00,1400.00,simulado_con_referencia_minorista
D0000122,V000158,P006,F033962,38650.00,1500.15,simulado_con_referencia_minorista
D0000123,V000158,P004,F033963,89000,1203.01,simulado_con_referencia_minorista
D0000124,V000158,P001,F033964,72631.00,494.90,simulado_con_referencia_minorista
D0000125,V000158,P002,F033965,36710.00,1201.06,simulado_con_referencia_minorista
D0000126,V000158,P007,F033966,149390.00,1219.05,simulado_con_referencia_minorista
D0000127,V000158,P003,F033967,24530.00,1456.96,simulado_con_referencia_minorista
D0000128,V000194,P007,F035055,131540.00,1246.97,simulado_con_referencia_minorista
D0000129,V000194,P001,F035056,43360.00,699.00,simulado_con_referencia_minorista
D0000130,V000194,P004,F035061,2510.00,1271.80,simulado_con_referencia_minorista
D0000131,V000194,P006,F035062,46450.00,1499.69,simulado_con_referencia_minorista
D0000132,V000194,P002,F035063,163610.00,1275.30,simulado_con_referencia_minorista
D0000133,V000194,P003,F035064,105660.00,1476.60,simulado_con_referencia_minorista
D0000134,V000026,P006,F037940,13570.00,1504.00,simulado_con_referencia_minorista
D0000135,V000026,P005,F037941,131540.00,1251.00,simulado_con_referencia_minorista
D0000136,V000026,P002,F037942,162540.00,1271.00,simulado_con_referencia_minorista
D0000137,V000026,P003,F037943,34070.00,1531.00,simulado_con_referencia_minorista
D0000138,V000182,P003,F039003,19960.00,1528.00,simulado_con_referencia_minorista
D0000139,V000182,P002,F039004,78650.00,1294.85,simulado_con_referencia_minorista
D0000140,V000182,P006,F039005,13180.00,1489.67,simulado_con_referencia_minorista
D0000141,V000182,P007,F039006,60200.00,1239.85,simulado_con_referencia_minorista
D0000142,V000038,P007,F039229,187660.00,1250.64,simulado_con_referencia_minorista
D0000143,V000038,P006,F039230,21110.00,1566.55,simulado_con_referencia_minorista
D0000144,V000038,P002,F039232,36860.00,1365.80,simulado_con_referencia_minorista
D0000145,V000038,P003,F039233,24160.00,1629.69,simulado_con_referencia_minorista
D0000146,V000098,P002,F040239,49380.00,1341.00,simulado_con_referencia_minorista
D0000147,V000098,P003,F040240,3230.00,1599.00,simulado_con_referencia_minorista
D0000148,V000098,P006,F040241,5260.00,1567.00,simulado_con_referencia_minorista
D0000149,V000098,P007,F040246,35100.00,1289.00,simulado_con_referencia_minorista
D0000150,V000074,P003,F040343,62490.00,1531.00,simulado_con_referencia_minorista
D0000151,V000074,P006,F040344,19750.00,1494.00,simulado_con_referencia_minorista
D0000152,V000074,P007,F040345,205600.00,1229.00,simulado_con_referencia_minorista
D0000153,V000074,P002,F040346,104430.00,1271.00,simulado_con_referencia_minorista
D0000154,V000122,P001,F040929,92220.20,699.00,simulado_con_referencia_minorista
D0000155,V000122,P006,F040932,143040.00,1477.04,simulado_con_referencia_minorista
D0000156,V000122,P007,F040935,254690.00,1240.48,simulado_con_referencia_minorista
D0000157,V000122,P002,F040937,250650.00,1261.91,simulado_con_referencia_minorista
D0000158,V000122,P003,F040938,229510.00,1471.70,simulado_con_referencia_minorista
D0000159,V000134,P007,F042187,258080.00,1229.34,simulado_con_referencia_minorista
D0000160,V000134,P003,F042188,308600.00,1459.06,simulado_con_referencia_minorista
D0000161,V000134,P006,F042189,114720.00,1473.44,simulado_con_referencia_minorista
D0000162,V000134,P002,F042192,730760.00,1247.01,simulado_con_referencia_minorista
D0000163,V000050,P002,F042266,72920.00,1271.00,simulado_con_referencia_minorista
D0000164,V000050,P003,F042267,67840.00,1525.00,simulado_con_referencia_minorista
D0000165,V000050,P007,F042268,184990.00,1229.00,simulado_con_referencia_minorista
D0000166,V000050,P006,F042269,48480.00,1494.00,simulado_con_referencia_minorista
D0000167,V000171,P006,F043930,73920.00,1503.94,simulado_con_referencia_minorista
D0000168,V000171,P003,F043931,38930.00,1468.94,simulado_con_referencia_minorista
D0000169,V000171,P002,F043932,59720.00,1215.00,simulado_con_referencia_minorista
D0000170,V000171,P001,F043933,85237.00,505.52,simulado_con_referencia_minorista
D0000171,V000171,P005,F043934,199660.00,1228.98,simulado_con_referencia_minorista
D0000172,V000207,P005,F046524,17830.00,1308.00,simulado_con_referencia_minorista
D0000173,V000207,P006,F046525,10510.00,1599.00,simulado_con_referencia_minorista
D0000174,V000207,P002,F046526,28670.00,1386.00,simulado_con_referencia_minorista
D0000175,V000207,P003,F046527,25340.00,1658.00,simulado_con_referencia_minorista
D0000176,V000015,P007,F046778,202600.00,1314.00,simulado_con_referencia_minorista
D0000177,V000015,P006,F046779,87160.00,1592.00,simulado_con_referencia_minorista
D0000178,V000015,P002,F046780,15930.00,1359.00,simulado_con_referencia_minorista
D0000179,V000015,P003,F046781,58580.00,1636.00,simulado_con_referencia_minorista
D0000180,V000147,P003,F048391,16650.00,1632.00,simulado_con_referencia_minorista
D0000181,V000147,P002,F048392,12220.00,1372.00,simulado_con_referencia_minorista
D0000182,V000147,P006,F048393,37660.00,1595.00,simulado_con_referencia_minorista
D0000183,V000147,P007,F048394,132900.00,1314.00,simulado_con_referencia_minorista
D0000184,V000111,P001,F048904,110.78,569.00,simulado_con_referencia_minorista
D0000185,V000111,P006,F048905,73060.00,1485.00,simulado_con_referencia_minorista
D0000186,V000111,P002,F048906,39580.00,1198.00,simulado_con_referencia_minorista
D0000187,V000111,P007,F048907,232160.00,1273.00,simulado_con_referencia_minorista
D0000188,V000111,P003,F048908,38520.00,1453.00,simulado_con_referencia_minorista
D0000189,V000063,P002,F049587,129560.00,1285.91,simulado_con_referencia_minorista
D0000190,V000063,P003,F049588,95490.00,1500.98,simulado_con_referencia_minorista
D0000191,V000063,P007,F049589,321480.00,1270.97,simulado_con_referencia_minorista
D0000192,V000063,P006,F049590,70640.00,1524.99,simulado_con_referencia_minorista
D0000193,V000063,P004,F049591,2380.00,1274.10,simulado_con_referencia_minorista
D0000194,V000063,P001,F049592,139200.00,849.00,simulado_con_referencia_minorista
D0000195,V000087,P002,F049850,37170.00,1299.94,simulado_con_referencia_minorista
D0000196,V000087,P007,F049851,57870.00,1281.61,simulado_con_referencia_minorista
D0000197,V000087,P003,F049852,12990.00,1586.00,simulado_con_referencia_minorista
D0000198,V000087,P006,F049853,6430.00,1533.78,simulado_con_referencia_minorista
D0000199,V000003,P001,F051628,83994.70,659.00,simulado_con_referencia_minorista
D0000200,V000003,P006,F051629,170330.00,1522.99,simulado_con_referencia_minorista
D0000201,V000003,P007,F051630,318200.00,1265.99,simulado_con_referencia_minorista
D0000202,V000003,P002,F051631,49260.00,1276.53,simulado_con_referencia_minorista
D0000203,V000003,P004,F051632,4150.00,1400.00,simulado_con_referencia_minorista
D0000204,V000003,P003,F051633,115660.00,1508.05,simulado_con_referencia_minorista
D0000205,V000159,P001,F055766,84093.00,478.55,simulado_con_referencia_minorista
D0000206,V000159,P006,F055767,44890.00,1409.02,simulado_con_referencia_minorista
D0000207,V000159,P003,F055768,36510.00,1179.84,simulado_con_referencia_minorista
D0000208,V000159,P007,F055769,174030.00,1142.70,simulado_con_referencia_minorista
D0000209,V000159,P004,F055770,2040.00,793.26,simulado_con_referencia_minorista
D0000210,V000159,P002,F055771,46510.00,1177.52,simulado_con_referencia_minorista
D0000211,V000195,P002,F056863,152820.00,1300.15,simulado_con_referencia_minorista
D0000212,V000195,P006,F056865,45180.00,1524.07,simulado_con_referencia_minorista
D0000213,V000195,P001,F056868,57078.00,722.34,simulado_con_referencia_minorista
D0000214,V000195,P007,F056869,138730.00,1266.16,simulado_con_referencia_minorista
D0000215,V000195,P004,F056870,3550.00,1285.67,simulado_con_referencia_minorista
D0000216,V000195,P003,F056872,107740.00,1503.85,simulado_con_referencia_minorista
D0000217,V000027,P006,F059778,6780.00,1533.00,simulado_con_referencia_minorista
D0000218,V000027,P003,F059779,33950.00,1566.00,simulado_con_referencia_minorista
D0000219,V000027,P002,F059780,204450.00,1300.00,simulado_con_referencia_minorista
D0000220,V000027,P007,F059781,119870.00,1275.00,simulado_con_referencia_minorista
D0000221,V000183,P007,F060850,63890.00,1265.51,simulado_con_referencia_minorista
D0000222,V000183,P002,F060851,83580.00,1319.61,simulado_con_referencia_minorista
D0000223,V000183,P003,F060852,20580.00,1557.59,simulado_con_referencia_minorista
D0000224,V000183,P006,F060853,11330.00,1522.67,simulado_con_referencia_minorista
D0000225,V000039,P007,F061073,130840.00,1274.41,simulado_con_referencia_minorista
D0000226,V000039,P002,F061075,39530.00,1396.70,simulado_con_referencia_minorista
D0000227,V000039,P006,F061076,19050.00,1597.21,simulado_con_referencia_minorista
D0000228,V000039,P003,F061079,24350.00,1651.28,simulado_con_referencia_minorista
D0000229,V000099,P002,F062093,58620.00,1341.00,simulado_con_referencia_minorista
D0000230,V000099,P006,F062095,4250.00,1567.00,simulado_con_referencia_minorista
D0000231,V000099,P003,F062096,4390.00,1599.00,simulado_con_referencia_minorista
D0000232,V000099,P007,F062098,38120.00,1289.00,simulado_con_referencia_minorista
D0000233,V000075,P006,F062195,23760.00,1523.00,simulado_con_referencia_minorista
D0000234,V000075,P002,F062196,110770.00,1300.00,simulado_con_referencia_minorista
D0000235,V000075,P003,F062197,74460.00,1566.00,simulado_con_referencia_minorista
D0000236,V000075,P007,F062198,235940.00,1252.00,simulado_con_referencia_minorista
D0000237,V000123,P001,F062782,94855.90,699.00,simulado_con_referencia_minorista
D0000238,V000123,P007,F062784,243460.00,1264.29,simulado_con_referencia_minorista
D0000239,V000123,P002,F062785,247080.00,1285.68,simulado_con_referencia_minorista
D0000240,V000123,P006,F062790,134980.00,1505.05,simulado_con_referencia_minorista
D0000241,V000123,P003,F062791,255570.00,1499.00,simulado_con_referencia_minorista
D0000242,V000135,P003,F064040,309820.00,1485.94,simulado_con_referencia_minorista
D0000243,V000135,P002,F064041,762940.00,1271.51,simulado_con_referencia_minorista
D0000244,V000135,P006,F064043,128540.00,1501.69,simulado_con_referencia_minorista
D0000245,V000135,P007,F064045,282690.00,1252.37,simulado_con_referencia_minorista
D0000246,V000051,P002,F064118,79590.00,1300.00,simulado_con_referencia_minorista
D0000247,V000051,P005,F064119,208940.00,1252.00,simulado_con_referencia_minorista
D0000248,V000051,P003,F064120,75870.00,1560.00,simulado_con_referencia_minorista
D0000249,V000051,P006,F064121,49500.00,1523.00,simulado_con_referencia_minorista
D0000250,V000172,P005,F065784,187210.00,1251.96,simulado_con_referencia_minorista
D0000251,V000172,P001,F065785,84775.00,509.00,simulado_con_referencia_minorista
D0000252,V000172,P003,F065786,35860.00,1174.39,simulado_con_referencia_minorista
D0000253,V000172,P002,F065787,57320.00,1237.00,simulado_con_referencia_minorista
D0000254,V000172,P006,F065788,65260.00,1197.52,simulado_con_referencia_minorista
D0000255,V000208,P006,F068365,5060.00,1639.00,simulado_con_referencia_minorista
D0000256,V000208,P002,F068366,52670.00,1418.46,simulado_con_referencia_minorista
D0000257,V000208,P005,F068367,31600.00,1339.00,simulado_con_referencia_minorista
D0000258,V000208,P003,F068368,19000.00,1659.00,simulado_con_referencia_minorista
D0000259,V000016,P006,F068620,85970.00,1623.00,simulado_con_referencia_minorista
D0000260,V000016,P003,F068621,58750.00,1662.00,simulado_con_referencia_minorista
D0000261,V000016,P002,F068622,16150.00,1388.00,simulado_con_referencia_minorista
D0000262,V000016,P007,F068623,178450.00,1334.00,simulado_con_referencia_minorista
D0000263,V000148,P003,F070231,15970.00,1659.00,simulado_con_referencia_minorista
D0000264,V000148,P007,F070232,121810.00,1337.00,simulado_con_referencia_minorista
D0000265,V000148,P002,F070233,11260.00,1399.00,simulado_con_referencia_minorista
D0000266,V000148,P006,F070234,36360.00,1623.00,simulado_con_referencia_minorista
D0000267,V000112,P001,F070745,109117.00,569.00,simulado_con_referencia_minorista
D0000268,V000112,P006,F070746,25510.00,1511.00,simulado_con_referencia_minorista
D0000269,V000112,P002,F070747,28290.00,1219.00,simulado_con_referencia_minorista
D0000270,V000112,P007,F070748,177450.00,1234.00,simulado_con_referencia_minorista
D0000271,V000112,P003,F070749,39330.00,1478.00,simulado_con_referencia_minorista
D0000272,V000064,P002,F071419,116980.00,1308.93,simulado_con_referencia_minorista
D0000273,V000064,P006,F071420,69430.00,1551.78,simulado_con_referencia_minorista
D0000274,V000064,P003,F071421,114120.00,1526.95,simulado_con_referencia_minorista
D0000275,V000064,P004,F071422,2340.00,1309.00,simulado_con_referencia_minorista
D0000276,V000064,P007,F071423,294890.00,1292.20,simulado_con_referencia_minorista
D0000277,V000064,P001,F071424,133.18,849.00,simulado_con_referencia_minorista
D0000278,V000088,P002,F071680,29830.00,1322.91,simulado_con_referencia_minorista
D0000279,V000088,P003,F071681,10650.00,1579.65,simulado_con_referencia_minorista
D0000280,V000088,P007,F071682,4370.00,1534.90,simulado_con_referencia_minorista
D0000281,V000088,P006,F071683,39100.00,1279.77,simulado_con_referencia_minorista
D0000282,V000004,P001,F073457,81303.70,659.00,simulado_con_referencia_minorista
D0000283,V000004,P003,F073458,122990.00,1535.56,simulado_con_referencia_minorista
D0000284,V000004,P006,F073459,166680.00,1550.86,simulado_con_referencia_minorista
D0000285,V000004,P002,F073460,49190.00,1299.98,simulado_con_referencia_minorista
D0000286,V000004,P007,F073461,302350.00,1289.96,simulado_con_referencia_minorista
D0000287,V000004,P004,F073462,4990.00,1456.06,simulado_con_referencia_minorista
D0000288,V000160,P002,F077601,48610.00,868.75,simulado_con_referencia_minorista
D0000289,V000160,P003,F077602,29890.00,1081.89,simulado_con_referencia_minorista
D0000290,V000160,P007,F077603,167790.00,830.96,simulado_con_referencia_minorista
D0000291,V000160,P006,F077604,43690.00,1061.90,simulado_con_referencia_minorista
D0000292,V000160,P001,F077605,80684.00,410.15,simulado_con_referencia_minorista
D0000293,V000160,P004,F077606,2130.00,780.25,simulado_con_referencia_minorista
D0000294,V000196,P006,F078696,46770.00,1551.90,simulado_con_referencia_minorista
D0000295,V000196,P002,F078697,203090.00,1323.30,simulado_con_referencia_minorista
D0000296,V000196,P003,F078698,117830.00,1531.32,simulado_con_referencia_minorista
D0000297,V000196,P004,F078699,4500.00,1286.12,simulado_con_referencia_minorista
D0000298,V000196,P007,F078700,133760.00,1290.71,simulado_con_referencia_minorista
D0000299,V000196,P001,F078701,56561.00,750.00,simulado_con_referencia_minorista
D0000300,V000028,P003,F081589,27390.00,1599.00,simulado_con_referencia_minorista
D0000301,V000028,P006,F081590,4690.00,1533.00,simulado_con_referencia_minorista
D0000302,V000028,P007,F081591,105070.00,1298.97,simulado_con_referencia_minorista
D0000303,V000028,P002,F081592,192710.00,1325.00,simulado_con_referencia_minorista
D0000304,V000184,P003,F082636,15570.00,1590.00,simulado_con_referencia_minorista
D0000305,V000184,P006,F082637,7560.00,1552.66,simulado_con_referencia_minorista
D0000306,V000184,P002,F082638,86160.00,1345.93,simulado_con_referencia_minorista
D0000307,V000184,P007,F082639,58040.00,1291.78,simulado_con_referencia_minorista
D0000308,V000040,P002,F082870,38300.00,1420.57,simulado_con_referencia_minorista
D0000309,V000040,P003,F082871,24350.00,1662.45,simulado_con_referencia_minorista
D0000310,V000040,P006,F082872,17990.00,1623.71,simulado_con_referencia_minorista
D0000311,V000040,P007,F082873,118470.00,1296.54,simulado_con_referencia_minorista
D0000312,V000100,P006,F083879,2140.00,1624.00,simulado_con_referencia_minorista
D0000313,V000100,P003,F083883,12000.00,1662.00,simulado_con_referencia_minorista
D0000314,V000100,P007,F083884,84000.00,1334.00,simulado_con_referencia_minorista
D0000315,V000100,P002,F083885,47900.00,1388.00,simulado_con_referencia_minorista
D0000316,V000076,P002,F083981,103020.00,1323.00,simulado_con_referencia_minorista
D0000317,V000076,P007,F083982,221760.00,1274.00,simulado_con_referencia_minorista
D0000318,V000076,P006,F083983,24530.00,1550.00,simulado_con_referencia_minorista
D0000319,V000076,P003,F083984,70330.00,1593.00,simulado_con_referencia_minorista
D0000320,V000124,P001,F084570,89727.20,699.00,simulado_con_referencia_minorista
D0000321,V000124,P007,F084571,217260.00,1283.94,simulado_con_referencia_minorista
D0000322,V000124,P006,F084577,119160.00,1523.30,simulado_con_referencia_minorista
D0000323,V000124,P002,F084578,274640.00,1308.91,simulado_con_referencia_minorista
D0000324,V000124,P003,F084579,225490.00,1525.85,simulado_con_referencia_minorista
D0000325,V000136,P003,F085827,291610.00,1513.29,simulado_con_referencia_minorista
D0000326,V000136,P002,F085828,873660.00,1294.31,simulado_con_referencia_minorista
D0000327,V000136,P007,F085832,247930.00,1274.15,simulado_con_referencia_minorista
D0000328,V000136,P006,F085833,106450.00,1527.14,simulado_con_referencia_minorista
D0000329,V000052,P006,F085906,46300.00,1550.00,simulado_con_referencia_minorista
D0000330,V000052,P007,F085907,174730.00,1274.00,simulado_con_referencia_minorista
D0000331,V000052,P002,F085908,70670.00,1323.00,simulado_con_referencia_minorista
D0000332,V000052,P003,F085909,61660.00,1587.00,simulado_con_referencia_minorista
D0000333,V000173,P001,F087563,79901.00,509.00,simulado_con_referencia_minorista
D0000334,V000173,P003,F087564,39390.00,1381.89,simulado_con_referencia_minorista
D0000335,V000173,P006,F087565,79550.00,1441.47,simulado_con_referencia_minorista
D0000336,V000173,P005,F087566,197280.00,1230.64,simulado_con_referencia_minorista
D0000337,V000173,P002,F087567,53190.00,1205.69,simulado_con_referencia_minorista
D0000338,V000209,P003,F090171,15960.00,1634.41,simulado_con_referencia_minorista
D0000339,V000209,P005,F090172,32320.00,1326.91,simulado_con_referencia_minorista
D0000340,V000209,P006,F090173,3720.00,1613.43,simulado_con_referencia_minorista
D0000341,V000209,P002,F090174,50490.00,1398.51,simulado_con_referencia_minorista
D0000342,V000017,P002,F090426,14880.00,1367.00,simulado_con_referencia_minorista
D0000343,V000017,P003,F090427,65240.00,1597.00,simulado_con_referencia_minorista
D0000344,V000017,P006,F090428,88050.00,1566.00,simulado_con_referencia_minorista
D0000345,V000017,P007,F090429,175800.00,1323.00,simulado_con_referencia_minorista
D0000346,V000149,P007,F092034,104540.00,1328.13,simulado_con_referencia_minorista
D0000347,V000149,P002,F092035,8890.00,1382.06,simulado_con_referencia_minorista
D0000348,V000149,P006,F092036,32490.00,1577.03,simulado_con_referencia_minorista
